x,y,z,K,activation_time,speed
-10.6330,14.8706,2.0201,0.005343,326,0.10530
-9.1098,13.8586,6.3697,0.004054,319,0.16756
-9.8152,15.0334,4.7749,0.007238,323,0.17247
-9.1316,14.3205,-5.5338,0.004368,300,0.15943
6.3960,14.8603,7.6729,0.007071,255,0.18709
0.4660,15.3943,10.2620,0.002710,279,0.25239
5.9385,16.1106,-6.8810,0.004559,239,0.08959
8.3681,16.3725,3.3757,0.007700,239,0.24712
-10.3958,15.1726,3.0590,0.009210,327,0.06532
-10.5869,14.9053,-1.3543,0.006701,315,0.23286
3.1989,14.4168,9.8118,0.005778,269,0.15053
8.7890,16.3219,-1.3084,0.004246,231,0.24437
-7.5618,15.9018,7.6641,0.003438,310,0.07436
-6.2440,15.7651,8.8072,0.014320,303,0.25068
-8.4886,14.3226,7.1340,0.011018,315,0.21260
-5.5459,15.1182,9.3894,0.008204,299,0.06606
9.4515,14.9983,-0.1241,0.001023,227,0.24039
6.4551,13.8710,8.0525,0.003236,255,0.09084
1.5138,14.2447,-10.1203,0.003809,255,0.24427
-10.7880,13.6847,2.0459,0.003054,330,0.03913
9.2137,14.8615,2.7977,0.004859,231,0.04811
9.0240,16.0067,-0.2907,0.002347,231,0.24287
-10.3777,13.4892,3.8117,0.002590,329,0.07275
5.6297,15.5689,-7.5019,0.004900,239,0.25414
8.5165,15.8406,-3.1646,0.003382,227,0.06166
-7.2261,14.5885,-7.7011,0.004695,290,0.10489
7.1419,14.6656,-6.4932,0.003784,231,0.20468
-9.2035,12.8193,6.3491,0.002939,319,0.05119
-10.8250,14.1838,1.2729,0.002937,327,0.06156
-7.0262,15.3268,8.3380,0.005539,307,0.18766
4.0851,14.8886,9.2285,0.003051,265,0.16002
-10.2454,15.7595,-1.9051,0.001917,311,0.23599
-9.6522,13.3858,5.5501,0.003686,323,0.18472
-4.7200,14.6403,-9.3879,0.007753,278,0.17262
-7.7824,14.8305,7.8004,0.007438,311,0.18859
-0.7535,15.4939,10.3675,0.007857,283,0.28858
8.8492,15.8493,2.5885,0.007352,235,0.22148
-10.5778,14.1636,2.9444,0.007253,330,0.04303
-10.0017,13.9647,4.7325,0.004691,325,0.19717
-4.0989,15.5349,-9.3289,0.010533,277,0.13394
-6.4782,15.3388,-8.0300,0.008324,286,0.27348
-10.2466,14.5609,3.9018,0.006231,327,0.08044
-10.8192,14.0265,-0.7810,0.003675,319,0.21530
-4.0621,13.8403,10.2573,0.005327,297,0.23959
-1.3956,14.7967,-10.2185,0.007875,267,0.14365
-10.7029,14.9814,-0.2564,0.005267,319,0.22381
-2.7099,12.9060,-10.5425,0.004478,271,0.12848
9.2566,15.2714,1.7642,0.004304,231,0.19577
0.7828,15.0473,-10.0145,0.005372,259,0.14218
-1.3284,16.3117,10.0870,0.005102,283,0.17980
4.7728,15.6108,-8.1274,0.007352,243,0.25074
-9.6337,14.5100,-4.5498,0.006356,303,0.24278
6.2905,14.8366,-7.2908,0.003289,235,0.13459
7.9527,15.3061,-4.9114,0.004397,227,0.06010
6.5759,15.5350,-6.6319,0.006224,235,0.17924
-5.7552,14.9469,-8.6956,0.004922,282,0.13260
0.4202,13.9965,-10.4182,0.004668,259,0.24398
-1.9142,13.9589,-10.4242,0.006090,267,0.12147
9.2543,15.3234,-1.1580,0.005392,227,0.24780
-10.4822,12.3739,3.7178,0.001899,331,0.05581
3.8508,15.4989,-8.7429,0.004320,247,0.18078
-10.0462,14.6618,-3.5095,0.006923,307,0.24070
-9.6374,13.4763,-5.0011,0.005697,303,0.21404
7.1378,14.3359,7.1640,0.005431,251,0.20061
-7.1909,14.2514,8.4420,0.001799,307,0.05775
-7.3280,13.1928,8.4924,0.005506,311,0.13312
8.2371,14.5861,5.4990,0.004520,243,0.23314
-2.4914,16.2533,10.0312,0.005974,287,0.10541
4.5876,14.6345,-8.6941,0.004301,243,0.22752
-10.8939,14.0844,0.2880,0.004647,323,0.18534
-10.1056,12.9009,4.6632,0.002154,327,0.20335
-6.4118,14.7068,8.9672,0.007800,303,0.06376
1.2464,13.2053,-10.5085,0.007510,255,0.22173
2.8368,15.4079,-9.2597,0.007104,251,0.18912
6.1037,13.8312,-7.9159,0.002839,235,0.10105
-3.6786,14.5216,-9.8337,0.006501,274,0.15949
-4.6194,13.6908,-9.7024,0.002768,278,0.26971
-9.2611,11.7588,6.3294,0.001637,323,0.10822
-5.7133,14.0947,9.4994,0.006461,303,0.14794
-6.4743,14.2612,-8.4419,0.004717,286,0.24276
-10.8913,13.0374,-1.2197,0.002466,319,0.23994
8.5226,15.0269,4.5961,0.003727,239,0.11909
-7.9165,14.9029,-6.8913,0.007110,293,0.19647
-8.6250,13.2999,7.1273,0.005197,315,0.05917
-6.5607,13.6320,9.0439,0.007941,307,0.16618
6.9180,13.8980,-7.1543,0.006510,231,0.08867
8.9352,15.5997,-2.1721,0.002721,227,0.13925
9.3671,13.4082,3.9874,0.001575,235,0.23637
7.8509,14.5171,-5.6591,0.004049,227,0.09452
2.2587,14.9929,9.9518,0.002681,273,0.14614
-10.0802,13.6592,-3.9866,0.006393,307,0.24398
-10.6796,13.9233,-1.8550,0.005846,315,0.23587
7.5601,15.0465,6.2415,0.004307,247,0.20887
-10.6860,13.0847,2.8802,0.003861,333,0.02729
-8.7194,12.2550,7.0990,0.003551,319,0.12999
9.3924,14.5950,-2.0198,0.004575,223,0.09120
9.0726,14.4395,3.8061,0.004198,235,0.18497
-3.8296,14.8611,10.1420,0.004321,295,0.14945
9.5894,14.6491,0.9178,0.003373,227,0.16343
7.6803,13.6943,-6.3637,0.003764,227,0.06307
-5.8493,13.0740,9.5624,0.002747,305,0.26913
8.5186,15.0958,-3.9859,0.001924,227,0.09804
-10.4225,13.8006,-2.9251,0.003792,311,0.24033
-0.0802,14.8985,10.4793,0.003631,281,0.18557
9.5348,13.8475,2.9919,0.004315,231,0.17406
-9.6009,12.4163,-5.4170,0.004178,303,0.23994
-8.5575,14.0890,-6.4578,0.004371,297,0.09660
9.0100,14.0687,-3.8386,0.004382,223,0.43633
5.4563,14.6830,-8.0635,0.002471,239,0.22475
-10.9711,13.2026,1.0085,0.003587,327,0.23132
-11.0591,12.4070,0.5413,0.003516,327,0.18327
-2.0844,14.4298,10.5907,0.005690,289,0.24920
4.8814,14.1397,9.0797,0.005592,263,0.18766
-5.5493,14.0754,-9.1244,0.007616,282,0.21836
-10.9927,13.1613,-0.1448,0.003396,323,0.22016
5.6964,13.4537,8.8149,0.005619,259,0.08285
-7.9139,13.8132,-7.3202,0.007190,293,0.13665
-1.7982,15.4210,10.3556,0.004088,287,0.11042
0.5180,14.2117,10.6033,0.004802,281,0.08112
-2.8036,15.2096,10.2800,0.004169,291,0.11912
-10.9057,12.6335,1.8104,0.000457,331,0.03811
-10.4291,12.8028,-3.3768,0.002649,311,0.23759
-10.8062,10.6051,2.8129,0.000301,338,0.01327
8.8570,14.0036,4.7672,0.005726,239,0.23407
-10.1343,11.8749,4.7283,0.001896,327,0.05500
-8.5214,13.0003,-6.8686,0.004538,295,0.13274
9.8471,13.9875,0.0590,0.005641,223,0.08941
-9.1220,13.2573,-5.9666,0.005041,299,0.17452
-4.8149,14.4813,9.8870,0.008018,299,0.17071
-10.7159,12.9240,-2.2935,0.002723,315,0.24057
9.1360,12.9440,4.9422,0.006533,239,0.23145
3.1622,13.4067,10.1316,0.002078,271,0.13211
9.6095,14.2610,1.9621,0.004340,227,0.04538
9.0084,14.8483,-3.0201,0.003211,223,0.05051
-10.8004,12.1522,2.5889,0.002125,334,0.02204
1.2562,14.6850,10.3278,0.004518,277,0.23112
3.5977,14.5595,-9.2517,0.003945,247,0.24904
-10.9248,12.0280,-1.6075,0.001478,319,0.20898
2.2535,14.0378,10.2495,0.001792,273,0.09454
-7.4895,12.1914,8.4352,0.002912,313,0.21102
9.9318,13.6292,1.1136,0.003925,223,0.04216
-0.3209,14.7802,-10.2346,0.006423,263,0.12520
-3.0832,14.1984,10.4647,0.009108,293,0.25234
-10.4031,11.7843,-3.8055,0.003372,311,0.23525
7.6217,13.4661,7.0586,0.005408,251,0.09954
1.3812,13.6193,10.5942,0.002942,277,0.17138
8.4764,14.3001,-4.7712,0.003072,223,0.04439
-7.1718,13.5026,-8.0985,0.001959,289,0.17000
-7.8428,12.7154,-7.7095,0.005441,291,0.10855
-11.0423,12.1589,-0.5509,0.002499,323,0.22386
3.3265,13.6086,-9.7071,0.004638,247,0.18970
8.5581,13.5217,5.6578,0.002744,243,0.22672
-7.0662,12.4274,-8.4717,0.003151,287,0.08618
-10.6925,11.4025,3.1930,0.000961,335,0.03165
2.2696,12.9973,10.5386,0.004772,275,0.12792
9.4504,13.0184,-3.6850,0.003644,220,0.09184
-9.0574,12.1711,-6.3570,0.003995,299,0.22867
-1.1156,14.5540,10.6072,0.005082,285,0.13453
8.3554,13.4891,-5.5248,0.001877,223,0.04063
-6.3446,13.2391,-8.8354,0.004009,285,0.19651
9.6507,14.3032,-0.9878,0.002644,223,0.10699
-9.7103,12.3429,5.5437,0.002673,323,0.05088
-4.5817,12.6043,-9.9702,0.002106,278,0.15082
8.9460,13.2577,-4.6277,0.002396,220,0.03236
-11.0462,11.9325,1.3142,0.003300,330,0.25605
-10.6978,11.9534,-2.7337,0.002049,315,0.23071
9.8108,12.8103,3.1819,0.002789,231,0.23853
-0.7613,13.7513,-10.5516,0.005350,263,0.21431
-10.0542,12.6281,-4.4195,0.002320,307,0.23701
-10.9251,11.3562,2.0742,0.000257,334,0.07156
4.0432,13.8136,9.6230,0.000737,267,0.13159
6.4236,12.8079,8.4798,0.004685,258,0.15060
7.4399,12.8854,-7.0364,0.005487,231,0.06306
-8.4316,11.8991,-7.2387,0.003052,295,0.22817
9.9233,13.2374,2.1604,0.002989,227,0.14107
4.3500,13.6885,-9.1609,0.003872,243,0.12873
0.4349,13.1948,10.8442,0.005123,281,0.18339
7.0729,13.1946,7.7503,0.003130,254,0.14382
-4.4334,11.5020,-10.2330,0.002301,275,0.05835
8.8071,12.4374,-5.3976,0.004519,223,0.41799
-5.4850,12.9601,-9.4605,0.004790,282,0.09546
10.0169,13.2836,-0.8033,0.002107,220,0.05499
-9.9991,11.5734,-4.8203,0.001507,307,0.23497
-7.7194,11.6107,-8.0524,0.004813,291,0.22412
9.4591,13.8276,-2.8664,0.004962,220,0.05064
-2.7949,11.8583,-10.7213,0.003469,271,0.08807
-7.9461,13.7803,7.8474,0.004450,311,0.06747
-3.6588,12.2567,-10.4031,0.004425,275,0.06166
4.8717,13.1171,9.4236,0.002104,263,0.07244
-0.0853,11.7723,-10.9963,0.003966,259,0.06009
-3.7287,13.3470,-10.1630,0.008354,275,0.15279
-4.2294,12.7792,10.3269,0.001071,300,0.07135
-5.3716,11.8319,-9.7457,0.003021,279,0.07926
2.5577,14.4516,-9.7358,0.003925,251,0.24771
-4.9800,13.4423,9.9638,0.002231,301,0.25110
8.2209,12.9663,6.4787,0.003972,247,0.14931
8.8092,12.4332,5.8339,0.003271,243,0.22389
-2.3234,13.4735,10.7280,0.003706,292,0.08082
7.9068,14.0543,6.3457,0.002520,247,0.21485
1.3343,12.5825,10.8309,0.001489,279,0.12073
5.3107,13.6757,-8.5875,0.004293,239,0.16095
9.7895,13.5712,-1.8503,0.004136,220,0.06441
0.1408,12.9401,-10.7330,0.006425,259,0.18328
-9.7414,11.2647,5.5356,0.000733,327,0.11380
6.6824,13.0613,-7.7145,0.002519,235,0.05018
9.8373,12.7830,-2.6950,0.001130,220,0.16646
-10.4386,11.3341,4.0325,0.002442,331,0.12299
5.0632,12.7320,-9.0383,0.003114,239,0.05379
-5.9615,12.0986,9.5666,0.001602,308,0.05177
9.6087,12.3508,4.1678,0.001454,235,0.23525
9.3668,12.1914,-4.4765,0.002991,220,0.08623
-10.3394,10.7345,-4.1961,0.000808,311,0.23324
7.7322,12.4659,7.3209,0.003339,251,0.16222
-1.7544,13.1458,-10.6620,0.007980,267,0.23124
-6.6570,12.5272,9.0843,0.004263,309,0.24429
-11.1038,10.8660,1.0989,0.000949,331,0.22493
-1.4336,13.4717,10.8133,0.002358,288,0.24267
9.3514,11.8654,5.1222,0.005925,239,0.23267
-8.0727,12.7500,7.8134,0.002813,315,0.13650
10.1375,12.5450,-1.6649,0.004549,220,0.34506
9.8374,11.9424,-3.5134,0.005349,220,nan
3.0386,12.6061,-10.1012,0.004686,247,0.04845
-10.8974,11.1305,-2.0815,0.001244,319,0.19583
-3.4400,11.1078,-10.6471,0.002153,271,0.04739
-0.4180,13.8452,10.7604,0.003554,284,0.18789
-3.3169,13.1875,10.5653,0.001286,296,0.09745
10.1794,12.9646,0.2570,0.003651,220,0.03825
-9.2839,10.6830,6.3107,-0.000334,325,0.23055
3.1372,12.3540,10.4156,0.002656,271,0.07841
-10.1511,10.7366,4.7388,-0.000048,331,0.19204
-10.5286,10.3180,3.7773,-0.000041,335,0.05152
-0.5672,12.8141,10.9574,0.001518,285,0.13869
-4.3865,11.7144,10.3646,0.000344,300,0.17499
4.0620,12.7800,-9.5736,0.000898,243,0.04323
7.1251,12.0920,8.0900,0.005158,255,0.15393
-8.7651,11.1870,7.0728,0.000273,321,0.27004
-7.5846,11.1413,8.4006,0.002779,316,0.07497
6.0297,12.6401,-8.3956,0.003433,235,0.05941
10.1765,12.1931,2.3537,0.002506,227,0.15132
-5.1180,12.3797,10.0041,0.001708,304,0.07018
-11.0996,11.0781,-0.8726,0.003757,323,0.14999
10.2317,12.5992,1.3156,0.004074,223,0.06254
-11.1302,11.4388,0.2258,0.002431,327,0.22056
-3.4422,12.1492,10.6628,0.001603,296,0.16099
-6.9358,11.3138,-8.7845,0.002758,287,0.22297
-1.5843,12.4176,10.9725,0.002435,289,0.15608
8.1585,12.6652,-6.2551,0.003893,227,0.08297
-10.5444,9.1874,3.8123,-0.000275,337,0.04566
-6.2467,12.1408,-9.1632,0.006453,283,0.09661
-10.6714,10.9487,-3.1667,0.002765,315,0.23156
4.0140,12.7615,9.9539,0.002260,267,0.06785
-10.9993,10.2446,1.9422,0.000622,335,0.03972
-0.2690,10.5042,-11.1880,0.001958,263,0.23626
-2.4622,12.6604,10.8233,0.001519,292,0.19565
10.4638,11.9329,0.4674,0.005209,220,0.04207
-0.8686,12.5679,-10.8581,0.006482,263,0.21970
10.4750,11.5499,1.5131,0.003609,223,0.04546
-6.8757,11.6386,8.9725,0.001207,312,0.08184
8.9715,11.3698,6.0314,0.001804,243,0.23219
9.2034,11.3702,-5.2591,0.003030,220,0.04536
10.1765,10.8326,-3.3038,0.002983,220,nan
9.7410,11.1049,-4.3002,0.004883,220,0.12846
-0.6398,11.7843,11.1193,0.002423,287,0.11802
0.9808,12.1607,-10.8000,0.004599,255,0.06156
-6.7735,10.1781,-9.0621,0.001864,287,0.23646
4.8265,12.0746,9.7231,0.000848,266,0.09767
10.0497,11.7595,3.3727,0.003687,231,0.19738
10.3353,12.2626,-0.6008,0.001271,220,0.08157
4.7316,11.0538,10.0329,0.003618,267,0.19544
2.2339,11.9444,10.7690,0.002334,275,0.07687
5.6164,11.7004,-8.9621,0.002923,239,0.24834
-9.5236,11.3351,-5.7932,0.002983,303,0.23588
-11.0414,10.3357,-1.5724,0.000398,323,0.07554
-8.9580,11.0721,-6.7119,0.003163,299,0.23683
10.4339,11.5297,-1.4559,0.002672,220,nan
2.2925,13.4359,-10.1461,0.004357,251,0.18681
10.1784,11.7423,-2.5110,0.002719,220,nan
6.9901,12.1236,-7.7445,0.002452,231,0.06036
-9.9237,10.4976,-5.1857,0.002281,307,0.23465
0.7247,9.9441,-11.1788,0.001328,262,0.11152
4.6751,11.8230,-9.5063,0.002048,243,0.24521
3.9689,11.7019,10.2457,0.004523,270,0.10060
5.6530,12.4023,9.1498,0.002810,262,0.10689
1.2699,11.5585,11.0445,0.003701,279,0.08197
7.8297,11.8629,-6.9878,0.003474,227,0.06372
0.7112,11.0906,-11.0246,0.003499,259,0.27100
-8.2982,10.7883,-7.5647,0.001493,295,0.23719
6.5068,11.4464,-8.3701,0.001305,235,0.20642
10.6201,11.2447,-0.3729,0.003789,220,0.10181
-8.1641,11.6968,7.7709,0.001623,317,0.26746
8.3777,11.9228,6.7206,0.004224,247,0.23115
-2.5460,11.7003,10.9160,0.001840,293,0.14326
2.0776,12.3722,-10.4804,0.001320,251,0.03972
-11.1732,10.3975,0.0864,0.002265,327,0.08292
10.6992,10.5494,-1.1909,0.002993,220,0.11615
5.5828,11.3128,9.4657,0.001914,263,0.19283
0.3507,12.1811,11.0267,0.001252,283,0.12616
6.4167,11.7612,8.7971,0.003862,259,0.17549
-10.6190,9.8969,-3.5522,0.001420,315,0.22153
3.1267,11.2695,10.6402,0.002168,274,0.08191
-5.3645,11.3044,9.9635,0.002853,304,0.11782
-7.5579,10.0820,8.4296,-0.000033,316,0.17690
8.4960,10.8925,6.9104,0.002193,247,0.23829
-2.4685,10.7506,11.0363,-0.000028,295,0.08134
9.8149,11.2850,4.3562,0.001736,235,0.20615
-3.5577,11.0862,10.7201,0.000416,297,0.11660
-10.2003,9.6916,4.6619,-0.000155,333,0.25476
-1.5709,11.3172,11.1258,0.001209,291,0.15542
-1.8816,12.0975,-10.8615,0.004753,267,0.22147
7.3972,11.0915,-7.6668,0.001280,231,0.11792
3.7393,11.9114,-9.9711,0.001439,247,0.25017
-4.0837,9.9829,10.6634,0.001403,301,0.27578
7.1443,10.9873,8.3670,0.002500,255,0.18592
2.9369,11.4202,-10.3957,0.002327,251,0.17144
-1.5830,10.2235,11.2492,0.000873,291,0.07007
5.0859,10.8051,-9.4901,0.001439,243,0.23444
0.2857,11.1569,11.2043,0.002369,283,0.07759
-11.0460,9.3285,-1.7807,0.000170,323,0.19414
-10.8170,8.6286,2.9202,0.000403,339,0.02746
4.0416,10.5673,10.4287,0.001870,271,0.09465
-6.1031,11.0133,-9.4384,0.003901,283,0.20982
-11.1451,9.7866,1.0120,0.000234,331,0.08534
-10.7963,9.6589,2.9068,-0.000223,339,0.01769
1.1892,10.5266,11.2025,0.002612,282,0.10380
-6.1632,10.3323,9.5330,0.000774,308,0.11018
-9.7641,10.1721,5.5265,0.000030,329,0.22764
2.1696,10.9092,10.9631,0.001351,278,0.10144
5.4848,9.7397,-9.4657,0.000969,243,0.24246
-4.5992,10.7105,10.3806,0.000373,301,0.09762
-2.2933,10.9420,-10.9517,0.002097,267,0.03904
1.5182,10.5087,-10.9834,0.001706,259,0.06909
10.4561,10.7280,-2.2971,0.001979,220,nan
7.8212,11.4356,7.5799,0.003054,251,0.22292
6.0283,10.5937,-8.9308,0.001377,239,0.23980
-0.6698,10.7183,11.2670,0.000838,287,0.07795
10.2314,10.7003,3.5565,0.002854,231,0.05803
-6.2043,11.2753,9.4543,0.000089,308,0.13494
1.0860,9.4884,11.3488,0.001137,283,0.13208
6.2717,10.8373,9.1272,0.001807,259,0.10737
10.3906,11.1392,2.5412,0.002416,227,0.05234
10.6964,10.8762,0.6699,0.003925,223,0.33332
7.9492,10.3951,7.7290,0.002912,251,0.20534
-11.1825,9.8268,-0.7909,0.001732,326,0.16076
-2.4405,9.6656,11.1503,0.001151,295,0.09357
-8.1499,9.6699,-7.8637,0.002452,295,0.23712
2.0725,9.8791,11.1312,0.001907,279,0.10812
8.5666,11.6189,-6.1580,0.003786,223,0.05937
9.0976,10.3048,6.2059,0.002898,243,0.19372
-1.0054,9.5065,-11.3038,0.000080,267,0.12906
1.8295,11.4083,-10.7443,0.001601,255,0.14974
9.5025,10.7823,5.3062,0.002138,239,0.20083
8.6135,9.8560,7.0672,0.003447,247,0.15614
-1.3337,10.4778,-11.1621,0.002851,267,0.13559
-6.9173,10.6347,8.9783,0.000532,312,0.23718
-11.1964,9.2667,0.0733,0.000596,330,0.15095
8.0824,9.2408,7.8302,0.001237,251,0.25926
-1.1067,11.4162,-11.0372,0.004067,263,0.05472
5.2877,10.3758,9.8722,0.004256,263,0.05150
-8.8302,9.9644,-7.0286,0.004083,299,0.23735
-3.2141,10.2048,10.8964,0.000276,299,0.04432
-9.4207,10.2403,-6.1321,0.003723,303,0.23611
-10.8724,10.1115,-2.5453,0.001066,319,0.13856
-3.1745,10.0227,-10.8607,0.001850,271,0.05823
10.4988,9.6669,-2.9934,0.002535,220,0.44989
-10.2729,9.6613,-4.5468,0.003040,311,0.23239
-4.3022,8.9306,10.6128,-0.000852,303,0.14859
-8.7835,10.1155,7.0674,0.000156,323,0.14807
8.2141,10.8149,-6.8834,0.002551,227,0.17476
-10.8446,9.0806,-2.8359,0.000245,319,0.23250
9.9699,10.2160,4.5450,0.002991,235,0.05431
2.4889,10.4537,-10.7310,0.001285,255,0.11878
-11.2188,8.2502,0.1889,0.000086,331,0.14837
-5.2075,10.7114,-9.9940,0.004844,279,0.19778
-2.6742,9.0290,-11.0909,0.000821,275,0.03777
-10.5673,8.8345,-3.8582,0.001303,315,0.23466
-0.7361,9.6318,11.3899,0.001264,290,0.09946
4.0664,10.9926,-9.9922,0.001443,247,0.23996
-7.5723,10.4864,-8.3588,0.002252,291,0.23734
-6.8017,9.6181,9.0823,-0.000125,312,0.20292
-11.0045,9.2039,1.9825,-0.000068,335,0.20801
-4.9958,9.6132,10.2559,-0.000678,305,0.28062
2.8619,9.3833,-10.7778,0.001807,255,0.23510
-5.4920,10.3560,9.9517,0.001449,305,0.10699
-11.2444,7.7157,-0.5583,0.000239,331,0.07171
9.5410,10.2884,-5.0819,0.000790,220,0.04922
-4.2394,10.4354,-10.4512,0.001364,275,0.07454
7.3854,9.8926,8.3746,0.000395,255,0.08671
-9.7907,9.1097,5.4989,-0.000417,331,0.14806
-8.1948,10.6230,7.7600,0.000183,319,0.15001
-11.1837,8.6620,-0.9351,0.000119,327,0.24654
-9.8290,9.4075,-5.5085,0.000685,307,0.23549
10.5756,10.0871,2.7199,0.003155,231,0.06369
-2.0853,9.8147,-11.1350,0.002679,271,0.06037
6.4200,9.4965,-8.8806,0.001087,239,0.24466
9.6295,9.6772,5.4895,0.001330,239,0.04824
-11.0264,8.3223,-2.0724,0.000381,323,0.18725
6.9356,10.3279,-8.3080,0.003017,235,0.24309
-11.1599,8.7304,1.0786,-0.000500,334,0.18313
-9.3065,9.6078,6.3086,0.000143,327,0.13703
1.0602,8.8537,-11.2836,0.000729,263,0.11630
10.3797,9.6506,3.7337,0.002350,235,0.06948
-10.2177,8.6066,4.6712,-0.000254,335,0.09244
-4.1174,9.4618,-10.6183,0.003303,275,0.04916
-0.7502,8.3811,-11.4314,0.001187,269,0.27050
4.8851,8.9030,-9.9583,0.001357,247,0.24508
-4.4671,7.9225,10.6113,0.000253,306,0.10897
9.2067,9.2283,6.3685,0.001515,243,0.05157
10.0864,9.1523,4.7226,0.002444,239,0.07713
10.8473,10.1826,-0.1669,0.004080,220,0.03654
-7.3929,9.3443,-8.6339,0.003728,291,0.23663
-8.7893,9.0558,7.0773,-0.000331,324,0.16558
10.6789,10.4876,1.6975,0.002563,227,0.07649
4.4995,9.9706,-9.9770,0.001414,247,0.24221
5.9818,10.0520,9.5063,0.002808,262,0.12284
-5.0154,9.5938,-10.1942,0.000970,279,0.16921
8.5723,9.7449,-6.7596,0.002104,227,0.23687
7.7898,10.0259,-7.5732,0.003793,231,0.24715
-11.0182,8.1393,2.0129,-0.000077,338,0.04545
8.9426,10.5542,-6.0282,0.004487,223,0.08794
10.9281,9.4972,-1.0126,0.004112,220,0.05757
-9.2993,9.1374,-6.4311,0.000748,303,0.23744
3.8482,9.5008,10.6951,0.003506,271,0.16543
3.0552,10.2345,10.8337,0.001391,275,0.09885
-11.1823,7.6496,1.1189,0.000219,335,0.08524
10.0656,9.9997,-4.0732,0.001931,220,0.13842
-1.7716,8.6709,-11.2858,0.000724,271,0.24790
6.8052,10.0731,8.9109,0.003036,259,0.05668
-10.1861,8.5780,-4.8415,0.000978,311,0.23629
-0.0056,9.2392,-11.3481,0.001304,265,0.27574
-5.9523,9.2735,9.7113,0.000620,309,0.26655
5.8559,8.6576,-9.4256,0.000566,243,0.24623
-1.6454,9.1070,11.3363,0.001692,294,0.08332
8.6689,8.8475,7.2445,0.004142,247,0.06273
-9.3173,8.5471,6.3011,-0.001054,328,0.16244
1.8231,9.5687,-11.0445,0.001565,259,0.12305
-5.9177,9.8762,-9.6770,0.001903,283,0.22592
10.7075,9.8671,-1.9712,0.002266,220,0.12882
-10.8064,8.0313,-3.1297,0.000461,319,0.22995
7.9445,8.2659,8.1461,0.000454,251,0.04075
0.1092,9.0388,11.4665,0.001888,287,0.14659
-7.5157,9.0621,8.4802,-0.001205,316,0.14958
-11.2429,7.1301,0.2539,0.000121,335,0.04900
8.1367,8.9415,-7.4553,0.001765,231,0.25001
-10.5018,7.7586,-4.1406,0.000024,315,0.23584
0.2135,10.1060,11.3568,0.001815,286,0.11477
10.8465,9.4219,1.8647,0.001728,227,0.05303
-4.6284,8.4729,-10.4615,0.000465,279,0.07444
-8.6801,8.8520,-7.3026,0.000214,299,0.23898
-8.1894,9.5676,7.7822,-0.000483,320,0.18855
11.0890,8.4566,-0.9347,0.000315,223,0.10391
3.8760,9.1591,-10.4092,0.000719,251,0.24188
6.5692,9.1970,9.2260,0.002264,259,0.10470
10.8968,9.7994,0.8487,0.002792,223,0.04360
3.4609,10.2584,-10.3942,-0.000020,251,0.23047
10.8643,8.9314,-1.9956,0.001759,220,0.05970
8.5648,8.0188,7.5447,0.001052,251,0.24609
-5.2281,8.5838,10.1743,-0.000588,307,0.21119
-1.7764,8.0096,11.4223,0.001584,295,0.12433
-10.5663,8.0896,3.8120,0.000203,339,0.04052
9.2695,9.4707,-5.8781,0.003434,223,0.07838
-6.5655,9.0285,-9.3152,0.001077,287,0.23894
-3.3777,9.2303,10.9472,0.001284,299,0.12115
11.0262,9.0931,-0.0081,0.000575,223,0.07102
-6.0679,8.1320,9.6899,-0.000234,311,0.23435
2.1553,8.5472,-11.0979,0.000809,259,0.24238
-7.9824,8.5528,-8.1247,0.001146,295,0.23758
-0.8387,8.5319,11.4841,0.001340,291,0.12523
7.3748,9.0577,8.5988,0.002329,255,0.26668
-7.1924,8.1828,-8.8782,0.000554,291,0.24505
4.7218,9.8122,10.2593,0.002562,267,0.23185
5.2400,7.8220,-9.9272,0.000563,247,0.24775
-8.5358,7.7405,-7.5464,0.001046,299,0.23870
-9.6069,7.2081,-6.0403,0.000992,307,0.23922
10.7270,8.4486,-2.9111,0.002090,220,0.03953
-9.7238,8.3105,-5.7908,0.000836,307,0.23737
3.2164,8.3157,-10.8078,0.001161,255,0.24446
7.3089,9.2273,-8.2139,0.000941,235,0.24717
3.7077,8.4372,10.8656,0.003030,271,0.23697
-0.4813,7.2763,-11.5523,0.001189,270,0.26768
2.9061,9.1763,11.0275,0.002152,275,0.23631
-11.1598,7.5408,-1.4513,0.001074,327,0.15029
-11.0539,7.0521,2.0116,0.000227,339,0.13236
-2.7191,7.5441,11.2541,0.000108,299,0.14210
-10.8451,7.5596,2.9202,-0.000647,342,0.01777
9.8530,9.2174,-4.9232,0.003050,220,0.04205
-5.6585,8.7361,-9.9271,0.001367,283,0.17171
10.3368,8.9034,-3.8990,0.001583,220,0.07993
8.8949,8.6563,-6.6249,0.001441,227,0.14055
10.9737,8.3593,2.0460,0.000418,231,0.21452
-3.5290,8.2405,10.9725,0.001086,302,0.10650
-2.5799,8.6120,11.2160,0.001603,298,0.10300
1.9385,8.8458,11.2793,0.000790,279,0.23188
-6.3502,7.8868,-9.5397,0.001123,287,0.14398
11.1933,8.0042,0.1407,0.001703,227,0.17799
5.5777,9.1521,9.9098,0.003141,263,0.25703
11.0574,8.7139,1.0146,0.000527,227,0.15803
-9.1744,8.0305,-6.6964,0.002231,303,0.23833
11.2339,7.4058,-0.7899,-0.000256,227,0.20064
