x,y,z,K,activation_time,speed
7.0837,8.2640,8.9819,0.001715,255,0.04451
4.6500,8.7623,10.4404,0.001422,267,0.23094
8.4536,7.8484,-7.3355,0.001812,231,0.18645
-5.3420,7.5192,10.1669,-0.000047,310,0.10375
10.2489,8.1407,4.7364,0.001735,239,0.05687
4.2417,8.0745,-10.4078,0.001372,251,0.24632
10.0969,8.1610,-4.7761,0.002347,223,0.14008
-10.7543,6.9461,-3.4204,0.001070,319,0.23415
-10.9859,7.2348,-2.4250,0.000474,323,0.21476
-3.6593,7.2564,10.9861,-0.000250,303,0.15340
-10.2440,7.5228,4.6722,0.001425,336,0.12039
10.5694,7.7750,-3.7572,0.001508,223,0.09720
-11.2532,6.7100,-0.7122,0.000512,331,0.14872
1.4000,7.7734,-11.3600,0.001709,263,0.19955
-8.1882,8.5300,7.8120,-0.001065,320,0.16197
10.5145,8.6190,3.8663,0.001689,235,0.06636
0.9553,8.4472,11.4698,0.002612,283,0.22780
9.1960,8.1939,6.6369,0.001801,247,0.19808
-11.2017,6.5385,1.1011,0.000812,338,0.10351
9.6099,7.4148,6.1703,0.001499,247,0.22352
9.7215,8.5096,5.6610,0.000921,243,0.12868
11.0320,7.8784,-1.8882,0.002321,223,0.06899
10.7166,9.0446,2.8784,0.001363,231,0.06119
2.7549,8.1173,11.1818,0.002120,275,0.22351
6.1982,7.5685,-9.3679,0.001003,243,0.24863
9.5563,8.3637,-5.7260,0.001813,223,0.04426
-1.9145,6.9046,11.4801,0.000794,295,0.23244
5.3630,8.0120,10.1840,0.001745,263,0.05178
-3.5222,8.8051,-10.8837,0.001201,275,0.08338
-9.3486,7.4860,6.3139,0.000589,328,0.13618
-7.8173,7.4596,-8.3488,0.001353,295,0.24400
7.9442,7.0325,-8.0054,0.000791,235,0.16981
-8.4122,6.6233,-7.7397,0.000447,299,0.19218
-9.0321,6.9179,-6.9182,-0.000061,303,0.23583
11.3402,6.8880,0.3608,0.002459,231,0.10394
10.8281,8.0117,3.0873,0.001911,235,0.23851
-10.5853,7.0008,3.7978,-0.000361,340,0.03285
-7.5219,8.0383,8.5012,-0.000728,317,0.15475
7.1124,7.3082,-8.7381,0.001625,239,0.24963
-11.0743,5.9563,1.9682,-0.000036,342,0.02976
-2.6861,7.9058,-11.1876,0.001384,275,0.12835
10.5848,7.5244,4.0858,0.002412,239,0.11707
-5.3912,7.6480,-10.1445,0.001160,283,0.07151
11.1878,7.6343,1.2145,0.001056,231,0.24083
3.4930,7.3569,11.0402,0.001409,271,0.06160
-5.4159,6.4531,10.1642,-0.000232,311,0.18124
11.0718,7.3273,2.3188,-0.000094,235,0.20877
-6.7713,8.6177,9.1342,-0.001266,313,0.22145
6.7815,8.4028,-8.8145,0.001686,239,0.24766
6.2324,8.2364,9.6392,0.003712,259,0.05108
1.7957,7.8332,11.4028,0.001089,279,0.19013
-8.7978,8.0059,7.0847,-0.000281,324,0.15104
7.6484,8.1316,-8.1145,0.001319,235,0.24945
-0.9490,7.4333,11.5556,0.000889,291,0.22964
-3.7421,7.9003,-10.8709,0.001453,279,0.18760
-1.5817,7.5726,-11.4264,0.000363,273,0.28588
-7.0036,6.9633,-9.0970,0.001175,291,0.11610
-4.4557,7.2747,-10.6301,0.000596,283,0.06859
-11.1417,6.4393,-1.6832,0.000234,327,0.22587
-3.4010,6.9491,-11.0458,-0.000106,279,0.12588
-9.8028,8.0374,5.4986,-0.000024,332,0.15783
-1.0187,6.3623,11.6173,0.001348,291,0.22519
2.5410,7.0377,11.3197,0.001327,275,0.04689
7.4115,6.2070,-8.6430,0.001902,239,0.17362
4.9135,5.9030,-10.3562,0.001480,251,0.25010
4.4414,7.6803,10.6549,0.001137,267,0.04991
2.4953,7.4933,-11.1434,0.000966,259,0.24682
-4.5879,6.9125,10.6260,-0.000162,307,0.15717
5.1351,6.9055,10.4167,0.001453,267,0.23016
9.8246,7.2097,-5.5470,0.000840,227,0.13521
0.8269,7.4077,11.5615,0.001529,283,0.16362
-7.7570,6.4482,-8.4533,-0.001025,295,0.08401
-10.0958,7.4866,-5.1095,0.000929,311,0.23789
10.9000,7.2685,-2.8312,0.000383,223,0.03042
-8.8081,6.9517,7.0799,-0.000488,325,0.13331
-9.4859,6.1013,-6.2857,-0.000050,307,0.23626
-10.4318,6.6675,-4.4052,0.000236,315,0.23746
6.5191,6.4745,-9.2994,0.000949,243,0.24967
11.1768,6.8169,-1.8035,0.001027,227,0.08225
10.0754,7.5062,5.2595,0.000622,243,0.13291
-0.0115,7.9638,11.5526,0.000644,287,0.22309
5.5765,6.7350,-9.8869,0.002135,247,0.24950
-6.8430,7.5512,9.1245,-0.000200,315,0.18953
-2.3570,6.7558,-11.3462,-0.000203,277,0.18501
-0.0643,6.8788,11.6319,0.001138,287,0.22743
11.3581,6.3960,-0.7900,0.001681,231,0.12390
11.2720,6.6105,1.5820,0.001118,235,0.18300
10.8792,7.0255,3.4025,0.002238,239,0.18961
9.1778,7.5506,-6.4759,0.001319,227,0.04832
-2.0483,5.6369,-11.4771,0.000748,278,0.21503
-10.2546,6.4424,4.6546,-0.000746,336,0.22152
8.7219,6.7480,-7.2239,0.001144,231,0.04702
9.0141,7.1880,7.1008,0.001549,251,0.18435
7.6191,7.4988,8.6269,0.002068,255,0.05827
-1.2704,6.4641,-11.5510,0.000815,274,0.24512
10.3307,7.2161,-4.5532,0.001100,227,0.07314
11.0666,6.1461,-2.7155,0.001047,227,0.03558
-7.5691,6.9829,8.5011,0.000049,319,0.20544
6.8398,7.3302,9.3040,0.000913,259,0.14979
0.6256,6.9853,-11.5454,0.001051,267,0.19365
-3.7792,6.3083,11.0075,0.001833,303,0.22980
3.5595,7.2428,-10.8184,0.000814,255,0.24799
7.6852,5.0981,-8.5271,0.001795,239,0.04072
8.2196,5.9253,-7.8951,0.000888,235,0.03866
-11.2642,6.0620,0.1351,0.000691,335,0.14779
9.4059,6.4428,-6.3886,0.001422,231,0.14298
-9.8381,6.9656,5.5047,-0.000995,332,0.15355
-6.0601,6.8194,-9.7825,0.000453,287,0.05558
11.3034,5.7186,-1.6943,0.000662,231,0.08717
-2.8951,6.4420,11.2838,0.001148,299,0.20386
11.4495,5.9260,0.0609,0.001008,235,0.09072
-8.2075,7.4883,7.8231,0.000805,321,0.14424
0.3052,8.0879,-11.4521,0.001493,267,0.10509
-4.6619,5.8952,10.6481,0.002193,307,0.22065
1.6483,6.8551,11.5073,0.001413,279,0.10378
6.0192,7.1632,9.9004,0.002162,263,0.20908
-0.1600,6.1771,-11.6424,0.001697,271,0.18469
2.8356,6.4238,-11.1751,0.003267,259,0.24886
1.7368,6.6952,-11.4111,0.001029,263,0.24649
10.4596,6.8662,4.6105,0.000361,243,0.19428
6.7015,6.3311,9.5047,0.001425,263,0.20075
11.3105,5.5580,2.0812,0.001747,239,0.09214
-9.8681,5.8944,5.4982,0.000945,333,0.15118
8.2885,7.0427,7.9939,0.001000,255,0.12826
11.5416,4.9399,0.3457,0.002185,239,0.06313
0.8896,6.3293,11.6141,-0.000048,283,0.15731
0.9593,5.8927,-11.5984,0.001990,267,0.24678
-6.5582,5.8982,-9.4806,-0.000141,291,0.08194
11.4311,5.8111,1.0187,0.002764,235,0.06366
8.4811,4.8093,-7.7697,0.000826,239,0.20872
6.8225,5.3742,-9.2176,0.001949,243,0.16332
-10.9642,6.1410,-2.6681,0.000031,323,0.23413
-8.8434,5.8905,7.0833,-0.000323,327,0.19483
-0.9497,5.3618,-11.6696,0.002710,275,0.17365
5.8376,6.1024,10.1088,0.002152,267,0.16710
-11.2177,5.4546,1.0023,0.000228,339,0.07825
-8.8743,5.7911,-7.1725,-0.000061,303,0.20872
3.1671,6.2744,11.2175,0.001556,275,0.16722
-9.3697,6.4219,6.3108,-0.000491,329,0.14015
4.5854,6.9910,-10.3916,0.000889,251,0.24886
10.7234,6.5444,-3.7581,0.002588,227,0.10588
7.5402,6.5736,8.8147,0.002291,259,0.24223
-6.1552,7.0263,9.6857,-0.000185,314,0.08594
8.8437,6.1793,7.4590,0.001555,255,0.14729
9.9606,6.0227,-5.5769,0.000834,231,0.18324
10.2916,6.3349,-4.8598,0.000871,231,0.04991
-10.6157,5.9171,3.7723,0.000226,340,0.09575
-0.0340,5.8443,11.6866,0.001020,287,0.21319
8.7163,5.1143,7.7418,0.001473,258,0.22930
-6.2097,5.9348,9.7046,-0.000016,315,0.13765
-2.9258,5.4459,11.3293,0.001475,299,0.16330
10.9242,5.3851,-3.5113,0.001133,231,0.11677
8.1650,5.9136,8.2811,0.001831,258,0.19739
-10.0005,6.3887,-5.3595,0.000057,311,0.23907
-10.8626,6.4753,2.8946,0.000439,343,0.01957
2.0716,5.6119,-11.4299,0.001741,263,0.24884
-9.9040,5.2943,-5.5843,0.000656,311,0.24247
-3.7707,5.4652,11.0498,-0.000716,303,0.23247
-3.1165,5.8828,-11.1990,0.000663,281,0.20928
3.8969,6.1637,-10.8177,0.000850,255,0.24962
4.9158,5.8335,10.6100,0.001527,271,0.16262
4.1899,6.5966,10.8705,0.001781,271,0.22009
11.4875,5.2766,-0.7171,0.002247,235,0.11566
11.1068,6.3233,2.7298,0.000644,239,0.14988
10.0206,6.5578,5.6127,0.000834,247,0.21727
8.9733,5.6289,-7.1081,0.001326,235,0.22356
-4.1658,6.1532,-10.8147,0.000306,283,0.11103
-8.2323,6.4311,7.8152,-0.000657,323,0.18780
-8.1838,5.4665,-8.0482,0.001117,299,0.10876
-11.2537,5.6683,-0.8675,0.000231,331,0.23342
10.8122,6.2004,3.8989,0.001558,242,0.16090
9.4890,6.3803,6.5568,0.002517,251,0.18873
5.2255,4.8077,-10.2950,0.000257,251,0.25058
-10.9075,5.3919,2.8528,0.000582,344,0.02445
-10.7055,5.8541,-3.6572,0.000530,319,0.23796
-8.7383,4.6860,-7.3714,0.000051,303,0.06080
-9.3611,5.0066,-6.4979,-0.000300,307,0.16086
-11.1279,5.3544,-1.8661,-0.000258,327,0.23663
2.0324,5.9471,11.4651,-0.000023,279,0.03897
5.8895,5.6403,-9.8198,0.000589,247,0.25020
-6.9032,6.4701,9.1248,0.000139,318,0.09626
7.9392,3.9844,-8.3887,0.000726,243,0.18714
3.9442,5.5449,11.0339,0.001873,275,0.17590
-9.8876,4.8258,5.4802,-0.000052,335,0.27342
-7.6101,5.9144,8.5009,-0.000325,322,0.07646
-0.9637,5.3421,11.6758,0.000731,291,0.19821
-11.2712,4.9933,-0.0012,0.000153,335,0.23786
-5.4405,5.3844,10.2093,-0.000012,311,0.23518
7.9857,4.8385,8.5359,0.000828,262,0.23621
-7.3209,5.7468,-8.8755,0.000755,295,0.22698
6.5289,5.3080,9.7241,0.001837,266,0.15903
-9.4008,5.3564,6.3076,-0.000143,331,0.27255
10.4355,5.8383,4.9311,0.001629,246,0.13602
11.5968,4.2176,-0.4431,0.002368,239,0.12941
-10.3541,5.5745,-4.6343,0.001019,315,0.24054
-8.2687,5.3665,7.8187,0.000245,325,0.26773
2.9077,5.2651,11.3309,0.001000,279,0.10990
7.3851,5.5737,9.0591,0.004016,262,0.18054
-11.1087,4.8762,1.8883,0.000479,343,0.03120
10.2119,5.0443,-5.2794,0.000907,234,0.13618
10.5488,5.6202,-4.4783,0.002019,231,0.20992
9.6274,5.2886,-6.2668,0.002530,235,0.27890
-10.2847,5.3673,4.6346,0.000020,337,0.13449
-10.9387,4.3203,2.7908,0.001150,348,0.01492
-10.2772,4.4850,-4.8452,-0.000096,315,0.24326
-1.9961,5.7992,11.5168,0.001078,295,0.18387
-3.8867,5.0600,-11.0043,0.000702,285,0.21010
7.0997,4.2666,-9.1051,0.000979,243,0.04119
5.5261,3.7058,-10.2163,0.002423,251,0.15851
11.4348,4.5880,-1.5037,0.000520,235,0.08892
-8.8820,4.8262,7.0891,0.000780,329,0.23843
-10.6442,4.7646,-3.8629,-0.000099,319,0.24195
-8.1180,4.2179,-8.1520,0.000248,303,0.06699
-1.7317,4.5338,-11.5783,0.000409,279,0.13491
11.0773,4.2508,-3.3186,0.001501,235,0.15749
9.2126,4.5015,-6.9585,0.002239,239,0.19868
-9.8038,4.2040,-5.7885,0.000169,311,0.17393
11.2349,5.0030,-2.5196,0.001276,231,0.03706
9.4265,3.3973,-6.7638,0.001045,242,0.18582
-6.9449,5.3915,9.1370,0.000036,319,0.10498
11.6567,3.1597,-0.1459,0.002197,243,0.11621
-4.9122,5.3220,-10.5134,0.001279,287,0.22484
6.1915,4.5398,-9.7411,0.000983,247,0.15994
-5.1183,6.5182,-10.3575,-0.000498,287,0.06109
-10.9196,5.0513,-2.8646,-0.000024,323,0.23953
-5.6934,5.7531,-10.0718,0.000049,291,0.05117
-7.6433,4.8443,8.5091,0.000380,323,0.08302
11.0996,5.3448,3.1945,0.001234,243,0.17910
-10.6409,4.8414,3.7327,0.000260,341,0.12122
-7.5808,4.7865,-8.6585,0.000092,299,0.10425
-9.4379,4.2916,6.3078,0.000431,333,0.22321
-4.5645,4.2054,-10.7361,0.001066,289,0.14722
8.5557,4.0560,8.0037,0.002335,262,0.23908
10.8060,5.0999,4.2428,0.002384,246,0.18887
-1.8284,4.8410,11.5865,0.000048,295,0.24104
10.7007,4.5845,-4.3160,0.001915,235,0.24952
9.8593,4.2082,-6.0485,0.001812,238,0.16730
7.3673,3.1554,-8.9788,0.001990,247,0.19966
3.1638,5.3405,-11.1602,0.001253,259,0.24992
4.6937,4.7777,10.7782,0.001822,274,0.18667
-0.0142,4.8187,11.7382,0.001744,287,0.05113
-11.2813,3.9086,-0.1386,0.000481,335,0.24208
-10.9516,3.2614,2.7296,0.000366,-1,nan
1.8926,4.8660,11.5516,0.000453,283,0.12248
-11.2442,4.5994,-1.0192,0.000497,331,0.23945
9.9525,5.5698,5.9403,0.001080,250,0.14259
8.7278,3.6927,-7.6207,0.002134,243,0.16981
7.1883,4.5418,9.2795,0.001148,266,0.23514
10.3854,3.8769,-5.1065,0.000615,238,0.16259
-2.8241,4.7924,-11.3491,0.001483,282,0.22511
9.3689,5.3576,6.8776,0.001742,254,0.19967
-6.8362,4.7527,-9.3010,0.000240,295,0.10513
-8.2930,4.3000,7.8206,0.000048,327,0.08211
-6.9632,4.3213,9.1492,0.000095,319,0.23716
5.6279,5.0500,10.2898,0.000665,270,0.16427
2.7443,4.2390,11.4096,0.001141,282,0.22075
-6.0463,4.9589,-9.8751,0.000931,291,0.07161
10.3755,4.8096,5.2674,0.001900,250,0.20518
-8.9034,3.7615,7.0872,0.000357,330,0.26506
-5.4573,4.4707,-10.2645,0.000753,291,0.28581
-0.9654,4.2661,11.7050,0.000490,291,0.03753
11.3676,3.8701,-2.2987,0.003806,235,0.03746
-11.2394,4.3783,0.8870,0.000448,339,0.22403
0.1722,5.0819,-11.7152,0.001772,271,0.24709
11.6142,3.9221,0.6509,0.002080,242,0.12706
-6.2735,3.8163,-9.7386,0.000188,295,0.13772
11.6261,2.4049,-0.9458,0.001714,243,0.13495
-11.2347,3.5103,-1.1700,0.000618,331,0.24325
1.2963,4.8018,-11.6420,0.002260,267,0.24867
-10.5822,3.6795,-4.0670,0.000176,319,0.24573
7.7934,3.7812,8.7761,0.000992,266,0.23935
-11.2499,3.3022,0.7715,0.000237,339,0.23962
-10.9449,2.2155,2.7029,0.000653,347,0.02182
10.8455,3.4922,-4.1144,0.001218,239,0.16659
-5.0676,2.2334,-10.5252,0.000228,294,0.18542
5.4036,3.9984,10.4725,0.001822,274,0.24079
6.3128,4.2688,9.9121,0.000988,270,0.23607
0.9863,5.3636,11.6630,0.001858,283,0.05571
11.4787,4.7408,1.4005,0.000970,239,0.04463
-7.6729,3.7771,8.5297,0.000809,323,0.18022
-10.6842,2.7220,3.6628,0.000751,345,0.03751
10.5502,2.7508,-4.8924,0.001585,242,0.16443
4.2183,5.0743,-10.7789,0.001442,255,0.25036
8.1895,2.8714,-8.2411,0.001185,247,0.16129
9.8409,4.5542,6.2436,0.000305,254,0.23325
11.3340,4.5198,2.4799,0.001687,243,0.16661
-10.3109,4.2989,4.6078,0.000468,339,0.10504
-10.8860,3.9647,-3.0554,-0.000010,323,0.24431
-0.6202,4.2651,-11.7525,0.001210,275,0.22283
4.4519,3.7157,10.9255,0.001742,278,0.22040
-5.3186,3.3897,-10.3748,0.001025,293,0.15747
-11.1248,4.2718,-2.0387,0.001382,327,0.24228
3.7167,4.5005,11.1410,0.001364,278,0.17825
0.5069,3.9869,-11.7597,0.001573,271,0.24844
-2.8479,3.7127,11.4157,0.001242,299,0.09143
-10.6746,3.7769,3.6933,0.000226,343,0.06536
-2.6239,4.6486,11.4502,0.000366,299,0.08167
-3.6479,4.4583,11.1515,0.000454,303,0.16953
10.2823,3.7724,5.5854,0.001428,254,0.21582
-10.5128,2.5986,-4.2862,0.000747,319,0.16654
-0.0444,3.7526,11.7875,0.000456,291,0.23475
-10.1861,3.3975,-5.0546,0.000709,315,0.16208
-9.2592,3.9207,-6.6922,0.001094,307,0.05583
0.9023,4.3183,11.7043,0.000879,287,0.20562
11.5516,3.4932,-1.2366,0.001957,239,0.13021
3.4888,4.2492,-11.1363,0.001685,259,0.25020
-7.3012,3.7285,-8.9390,0.001038,299,0.12981
6.9674,3.4987,9.4823,0.000993,270,0.23785
-3.5803,3.9482,-11.1610,0.001759,286,0.20815
-11.0887,3.1945,-2.2094,0.000964,327,0.24442
4.5310,3.9775,-10.7229,0.002214,255,0.25047
9.2423,4.3138,7.1616,0.001135,258,0.23896
-9.9125,3.7617,5.4663,0.000219,337,0.14985
3.4901,3.4221,11.2459,0.001070,282,0.23390
5.8056,2.5971,-10.1018,0.000993,251,0.03571
1.7731,3.8029,11.6119,0.000860,286,0.21946
-6.2388,4.8632,9.7389,0.001410,315,0.23742
-11.1262,3.8077,1.7976,0.000461,343,0.04097
8.9511,2.5827,-7.4413,0.001461,246,0.17968
6.4745,3.4327,-9.6349,0.000975,247,0.04229
-10.3286,3.2381,4.5831,-0.000135,341,0.10713
11.4591,2.7611,-2.0313,0.001329,239,0.03366
11.0961,4.2845,3.5440,0.002506,247,0.16999
10.7478,4.0350,4.5817,0.001625,250,0.18002
-10.8446,2.8796,-3.2641,0.000499,323,0.24936
-8.6423,3.5433,-7.5147,0.000438,307,0.06073
-1.9402,3.7401,11.6103,0.001858,295,0.05326
-2.5136,3.6966,-11.4603,0.000690,282,0.18133
11.2199,3.1330,-3.0944,0.003668,239,0.16963
11.5122,3.6944,1.7351,0.001211,243,0.04872
9.6303,2.2845,-6.5759,0.002632,246,0.24928
-8.3191,3.2353,7.8343,0.000806,327,0.15493
-0.2870,3.1699,-11.8030,0.001899,275,0.24832
4.1170,2.6437,11.0685,0.002471,282,0.19946
-4.5985,4.8793,10.7212,0.000255,307,0.21843
2.4046,4.5229,-11.4371,0.001219,263,0.24969
11.6690,1.3066,-0.6490,0.001625,247,0.12958
-5.9779,2.6281,-9.9828,0.000979,297,0.13491
7.6138,2.0420,-8.8233,0.001191,251,0.16357
10.5462,1.9321,5.1970,0.002371,258,0.16684
-7.9973,3.1111,-8.2881,0.000335,303,0.10829
10.1961,1.9717,-5.6370,0.000847,246,0.23486
0.8877,3.2350,11.7429,0.001035,290,0.25346
10.1623,2.7287,5.8814,0.001617,258,0.21975
-2.8956,2.8943,11.4306,0.001332,299,0.05217
8.4163,1.7596,-8.0643,0.000415,250,0.16323
11.3247,2.0285,-2.8316,0.002226,243,0.17248
11.5207,2.6446,2.0476,0.002090,247,0.05657
-9.9280,2.7008,5.4538,0.000550,338,0.24856
-1.0124,3.2077,11.7494,0.000916,295,0.23118
11.3344,3.4647,2.8117,0.001823,247,0.17814
-6.2482,3.8064,9.7682,0.002011,315,0.23541
-1.4088,3.4425,-11.6861,0.001061,279,0.18559
6.7448,2.3211,-9.5090,0.001698,251,0.19450
10.9838,2.3910,-3.8810,0.001774,243,0.16912
-9.1316,2.8357,-6.8823,0.000421,311,0.04556
-6.7809,2.9472,-9.3851,0.000149,299,0.26280
9.1484,1.4712,-7.2410,0.001010,250,0.24655
-9.4638,3.2284,6.3052,0.001238,334,0.25035
-6.9822,3.2576,9.1775,0.000562,319,0.23601
-7.6837,2.7122,8.5434,0.001490,323,0.23736
-5.4590,3.3097,10.3002,0.000595,311,0.23497
11.0862,1.2970,-3.6210,0.001747,247,0.15690
3.0437,2.3224,-11.3647,0.001112,263,0.24975
-10.7754,1.7719,-3.4789,0.000919,323,0.07629
-11.2222,2.4053,-1.3303,0.000475,331,0.23330
-4.3367,3.0946,-10.8639,0.000161,290,0.19291
2.7287,3.4262,-11.4111,0.000526,263,0.24988
-8.4501,2.4218,-7.7368,-0.000306,307,0.12384
-9.6912,3.1118,-6.0005,0.000308,311,0.05315
1.6281,3.7061,-11.6461,0.001420,267,0.24922
4.8278,2.8730,-10.6368,0.000847,255,0.16376
-11.2473,2.2339,0.6712,0.000263,339,0.26292
10.0392,3.0861,-5.8568,0.001138,242,0.22131
-1.9993,2.6997,11.6312,0.001493,299,0.13845
-11.2796,2.7978,-0.2767,-0.000076,335,0.25359
3.8031,3.1492,-11.0855,0.001543,259,0.25013
9.7233,3.5189,6.5365,0.001366,258,0.23846
10.6581,2.9818,4.8969,0.001347,254,0.16898
-5.4444,4.3501,10.2687,0.000578,311,0.23197
11.6423,2.8820,0.9555,0.002391,246,0.10787
-1.0793,2.3533,-11.7707,0.001687,279,0.24094
7.5841,2.7297,8.9981,0.001003,270,0.23937
10.6874,1.6443,-4.6541,0.001038,246,0.16675
-0.0556,2.6917,11.7990,0.001318,294,0.23208
1.8462,2.7046,11.6287,0.000874,289,0.14462
-4.6473,2.8227,10.7503,0.000769,307,0.18675
-1.0150,2.1537,11.7608,0.001224,298,0.20247
2.9878,2.3267,11.3814,0.000618,286,0.16074
-3.3027,2.8543,-11.2744,0.001014,286,0.19199
6.0796,3.2244,10.1029,0.002093,274,0.23674
-5.4682,2.2430,10.3109,0.001729,311,0.18006
4.1041,2.0419,-11.0054,0.001809,259,0.17589
9.0835,3.2662,7.4241,0.001282,262,0.23873
2.5966,3.2477,11.4788,0.000679,286,0.07504
-11.0393,2.1486,-2.4107,0.000622,327,0.18231
-3.8021,3.3915,11.1393,0.002281,303,0.17806
-7.3587,1.2682,-8.9192,0.001499,305,0.11327
-10.9735,1.1488,-2.6452,0.000032,327,0.05814
-9.4649,2.1664,6.2937,0.000408,335,0.15521
-2.1924,2.6199,-11.5556,0.000080,283,0.16257
11.5271,1.6603,-1.7438,0.000882,243,0.03134
9.7994,1.1739,-6.3559,0.001055,250,0.24743
-6.6826,1.8922,-9.4763,0.000555,301,0.14920
11.0602,3.2279,3.8726,0.001836,251,0.17149
8.6322,0.6483,-7.8724,0.000867,254,0.24596
1.9510,2.6046,-11.6192,0.000391,267,0.24929
-9.0387,1.8311,-7.0193,0.000779,311,0.27555
-4.5948,3.8814,10.7383,0.000556,307,0.23146
11.6354,1.8291,1.2554,0.002261,250,0.09867
11.1522,0.2143,-3.3512,0.000876,251,0.13476
-8.0175,1.7944,-8.2781,0.001224,307,0.12242
-11.1447,2.7517,1.7221,0.001232,343,0.06921
3.8540,1.6295,11.1531,0.001260,286,0.20575
5.1326,2.9464,10.6329,0.001692,278,0.23489
-11.1337,1.7199,1.7280,0.000742,343,0.14312
-11.2757,1.6439,-0.4240,0.000849,335,0.14515
0.9244,2.1848,11.7636,0.001469,293,0.17140
-2.9672,1.8061,-11.3885,0.000871,287,0.21019
8.8992,2.2189,7.6693,0.000742,266,0.23891
11.3044,2.4133,3.1282,0.000737,251,0.18550
1.9532,1.7290,11.6038,0.000775,290,0.07182
8.1707,1.9535,8.4812,0.001885,270,0.23958
10.9878,2.1774,4.1870,0.003172,255,0.17148
-9.5654,1.9909,-6.2194,0.000620,315,0.05816
-0.0279,1.6434,11.8014,0.001143,297,0.12494
8.3679,3.0031,8.2453,0.001166,266,0.23933
-2.8049,0.9044,11.4740,0.001348,306,0.22594
9.3352,0.3619,-7.0247,0.001128,254,0.24834
-3.6943,1.0103,-11.1486,0.000018,291,0.14758
-11.2672,0.6953,-0.0259,0.000442,339,0.06055
-0.9520,1.0754,11.7652,0.001802,301,0.10492
-10.0688,2.3200,-5.3067,0.001412,315,0.07336
-8.3264,2.1721,7.8398,0.000191,327,0.23658
-3.7926,2.3521,11.1590,0.002164,303,0.05558
6.0827,1.4843,-9.9823,0.000790,255,0.18995
11.3678,0.9323,-2.5450,0.000511,247,0.12527
-7.4964,2.4559,-8.7775,0.000251,303,0.26673
-10.3432,2.1799,4.5701,0.000915,342,0.13618
6.9968,1.2063,-9.3546,0.000866,255,0.16726
-6.2537,2.7463,9.7879,0.000881,315,0.23534
-11.1662,1.3137,-1.5983,0.000949,331,0.14414
-4.0847,1.9893,-10.9980,0.000602,290,0.17180
-2.8544,1.9251,11.4623,0.002012,303,0.28425
9.5800,2.4757,6.8131,0.001975,262,0.23891
-8.9191,2.6984,7.0885,0.000326,331,0.16969
-6.9875,2.1927,9.1977,0.000516,319,0.23677
4.8718,1.9179,10.7592,0.001685,282,0.22692
1.9056,0.6785,11.6151,0.001338,294,0.24813
5.8323,2.1845,10.2622,0.001017,278,0.23621
-9.9328,1.6395,5.4437,0.000825,339,0.14261
11.4121,-0.1620,-2.2721,0.001273,251,0.12044
-10.6826,1.6665,3.6517,0.000333,346,0.03175
-1.9104,1.5680,11.6662,0.001709,302,0.18155
10.8747,1.1280,4.4885,0.001699,259,0.16695
-11.2432,1.2335,0.7730,0.000411,339,0.06734
0.8383,2.8884,-11.7756,0.000906,271,0.24865
6.7389,2.4529,9.6771,0.001426,274,0.23817
-8.0150,0.6501,-8.2532,-0.000128,309,0.07889
11.6915,2.0923,0.1530,0.002210,247,0.10702
-0.7493,1.2556,-11.8194,0.001045,279,0.24658
-10.6365,0.9158,-3.8727,0.000547,323,0.10856
8.6942,1.1734,7.8995,0.000269,270,0.23847
7.3584,1.6790,9.2027,0.001297,274,0.23986
-1.8582,1.5414,-11.6544,0.001696,283,0.23495
-3.7480,1.3274,11.1806,0.001298,307,0.25436
2.8664,1.2307,11.4216,0.001254,290,0.17818
10.3431,0.8678,-5.4027,0.001277,250,0.23279
11.4994,1.5972,2.3578,0.004477,251,0.06352
11.6926,1.0144,0.4488,0.001846,251,0.10078
-11.2355,0.4847,-0.9845,0.000537,335,0.17522
-10.2703,0.5176,-4.8592,0.001603,322,0.09038
-10.3487,1.1176,4.5643,0.001026,343,0.07954
-11.0687,0.1237,-2.0592,0.000029,331,0.15854
9.4043,1.4303,7.0679,0.001663,266,0.23849
-10.3831,1.5804,-4.6097,0.000334,319,0.06763
6.3415,0.3673,-9.8300,0.000634,259,0.15890
-6.2435,1.6758,9.7965,0.001226,315,0.18692
10.0165,1.6820,6.1597,0.001302,262,0.22178
-9.8931,1.2049,-5.6143,0.000435,318,0.07938
-8.6083,1.2140,-7.5607,0.000137,310,0.15469
5.5859,1.1452,10.3958,0.001891,282,0.23044
8.0693,-0.1846,-8.4531,0.000959,258,0.24475
7.8499,0.9285,-8.6509,0.001466,254,0.16887
-10.9319,1.1614,2.7093,0.000264,347,0.02269
1.1638,1.7845,-11.7777,0.001173,271,0.24851
8.8332,-0.4602,-7.6561,0.001998,258,0.24904
-9.4697,1.1042,6.2892,0.001131,335,0.23945
9.9477,0.0681,-6.1140,0.001614,254,0.24650
11.5727,0.5537,-1.4530,0.000711,247,0.03315
0.0438,2.0711,-11.8368,0.001323,275,0.24776
2.2687,1.4979,-11.5921,0.001173,267,0.24926
6.4925,1.4018,9.8438,0.002104,278,0.23770
11.2302,1.3686,3.4409,0.001356,255,0.18301
3.6943,0.5679,11.2013,0.002008,290,0.16067
9.8473,0.6337,6.4215,0.001728,266,0.22301
-3.6948,0.3032,11.1868,0.002558,310,0.21769
-8.9322,1.6365,7.0938,0.001169,331,0.24127
